,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition Count
1891,1892,31,No,Non-Travel,Research & Development,1,2,Technical Degree,1,Female,2,Sales Executive,Married,27930,1.0,Y,16,8,0,9.0,4,9,0,0,4.0,3.0,2.0,3,3,False
1892,1893,36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,Male,1,Sales Executive,Single,79180,2.0,Y,12,8,2,8.0,3,6,0,1,2.0,4.0,3.0,2,3,False
1893,1894,38,No,Travel_Rarely,Sales,6,3,Other,1,Male,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,15,5,11,4.0,1.0,3.0,3,3,False
1894,1895,32,No,Non-Travel,Sales,18,3,Marketing,1,Male,1,Laboratory Technician,Married,23890,6.0,Y,12,8,1,5.0,4,3,0,2,3.0,2.0,3.0,2,3,False
1895,1896,25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1.0,Y,15,8,1,1.0,3,1,0,0,3.0,2.0,3.0,2,3,True
1896,1897,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,1,0,0,1.0,2.0,2.0,3,3,False
1897,1898,26,No,Travel_Frequently,Sales,11,3,Marketing,1,Male,2,Healthcare Representative,Single,22670,1.0,Y,19,8,3,7.0,2,7,0,7,3.0,1.0,3.0,2,3,False
1898,1899,41,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,18,2,17,4.0,1.0,3.0,3,3,False
1899,1900,36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,2,Healthcare Representative,Single,24360,4.0,Y,13,8,0,16.0,3,11,3,9,3.0,3.0,3.0,1,3,False
1900,1901,19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,160640,1.0,Y,15,8,1,1.0,3,1,0,0,4.0,2.0,4.0,3,3,True
1901,1902,20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,1,0,0,1.0,1.0,3.0,3,3,True
1902,1903,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,4,Research Director,Married,190680,0.0,Y,12,8,0,10.0,1,9,8,5,4.0,4.0,1.0,3,3,False
1903,1904,40,No,Travel_Frequently,Sales,1,3,Marketing,1,Male,1,Research Scientist,Divorced,39310,8.0,Y,19,8,0,3.0,2,1,0,0,4.0,2.0,3.0,2,3,False
1904,1905,32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,8,6,3,3.0,1.0,4.0,3,4,False
1905,1906,36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,16,3,7,3.0,4.0,3.0,3,3,True
1906,1907,33,No,Travel_Rarely,Research & Development,1,4,Medical,1,Female,4,Manufacturing Director,Single,44650,0.0,Y,13,8,0,6.0,3,5,1,4,2.0,4.0,3.0,3,3,False
1907,1908,37,Yes,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7,1.0,3.0,1.0,2,3,True
1908,1909,45,No,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8,3.0,2.0,2.0,3,3,False
1910,1911,35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0,3.0,3.0,3.0,2,3,False
1912,1913,58,Yes,Travel_Rarely,Sales,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,1,0,0,4.0,3.0,3.0,1,3,True
1913,1914,53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Male,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,17,15,2,3.0,3.0,4.0,3,3,False
1914,1915,30,No,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,8,7,7,3.0,3.0,4.0,2,3,False
1915,1916,38,No,Non-Travel,Sales,4,3,Life Sciences,1,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,3.0,4.0,3.0,3,4,False
1916,1917,35,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Female,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,10,0,8,4.0,4.0,3.0,1,3,False
1917,1918,39,No,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,8,0,7,1.0,3.0,3.0,2,3,False
1918,1919,40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,2.0,2.0,2.0,3,3,True
1919,1920,47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7,3.0,3.0,4.0,3,3,False
1920,1921,36,No,Non-Travel,Sales,28,1,Life Sciences,1,Male,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,0,7,1.0,4.0,3.0,3,3,False
1921,1922,31,Yes,Non-Travel,Research & Development,28,4,Medical,1,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,3.0,1.0,3.0,3,4,True
1922,1923,33,No,Non-Travel,Sales,15,3,Other,1,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0,4.0,3.0,3.0,3,3,False
1923,1924,29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,Male,1,Sales Executive,Single,27230,6.0,Y,11,8,1,3.0,2,0,0,0,4.0,1.0,3.0,2,3,True
1924,1925,33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,Male,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,3,0,2,2.0,4.0,3.0,3,3,False
1925,1926,45,No,Travel_Rarely,Research & Development,26,1,Medical,1,Female,3,Healthcare Representative,Divorced,27940,3.0,Y,19,8,1,8.0,2,5,0,2,4.0,4.0,3.0,3,3,False
1926,1927,50,No,Travel_Rarely,Sales,10,1,Life Sciences,1,Female,1,Manufacturing Director,Divorced,52490,9.0,Y,21,8,2,32.0,2,5,1,3,4.0,4.0,2.0,2,4,False
1927,1928,33,No,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Human Resources,Married,21760,1.0,Y,14,8,1,6.0,2,6,1,2,3.0,2.0,3.0,2,3,False
1928,1929,41,No,Travel_Frequently,Sales,11,3,Other,1,Male,1,Laboratory Technician,Divorced,168720,2.0,Y,15,8,1,21.0,2,18,0,11,1.0,3.0,4.0,3,3,False
1929,1930,27,No,Travel_Rarely,Research & Development,20,4,Other,1,Male,2,Manufacturing Director,Married,34850,9.0,Y,17,8,2,4.0,2,2,2,2,3.0,2.0,3.0,3,3,False
1930,1931,45,No,Non-Travel,Sales,2,3,Medical,1,Female,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,9,0,8,4.0,1.0,3.0,4,3,False
1931,1932,47,No,Travel_Rarely,Sales,18,4,Medical,1,Female,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,9,0,7,4.0,4.0,3.0,3,3,False
1932,1933,30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,5,0,1,1.0,3.0,3.0,2,3,True
1933,1934,50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Female,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,12,1,5,4.0,3.0,3.0,3,3,False
1934,1935,38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,Male,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,0,2,3.0,3.0,2.0,2,3,False
1935,1936,46,No,Travel_Rarely,Research & Development,28,3,Medical,1,Female,3,Human Resources,Divorced,190450,6.0,Y,11,8,3,13.0,2,8,0,7,4.0,3.0,3.0,3,3,False
1936,1937,24,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2,4.0,3.0,3.0,3,3,False
1937,1938,35,Yes,Travel_Rarely,Sales,24,3,Medical,1,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2,3.0,2.0,1.0,2,3,True
1938,1939,31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,Male,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,4,0,3,3.0,1.0,3.0,3,3,False
1939,1940,18,No,Non-Travel,Sales,5,4,Other,1,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0,2.0,4.0,3.0,3,3,False
1940,1941,54,No,Travel_Rarely,Sales,23,3,Medical,1,Female,1,Laboratory Technician,Married,136030,8.0,Y,13,8,1,22.0,2,10,0,8,3.0,3.0,3.0,3,3,False
1941,1942,35,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Manufacturing Director,Divorced,119960,1.0,Y,19,8,2,16.0,3,16,10,1,3.0,3.0,2.0,3,3,False
1942,1943,30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,8,1,7,2.0,1.0,2.0,2,3,False
1943,1944,20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,True
1944,1945,30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,Male,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,3,1,2,2.0,2.0,3.0,3,3,True
1945,1946,26,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,4.0,4.0,3.0,3,4,False
1946,1947,22,No,Travel_Rarely,Research & Development,8,3,Other,1,Male,2,Sales Representative,Married,49070,1.0,Y,21,8,1,4.0,2,4,1,1,2.0,1.0,2.0,3,4,False
1947,1948,48,No,Travel_Rarely,Human Resources,2,4,Medical,1,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2,1.0,3.0,3.0,3,3,False
1948,1949,48,No,Travel_Rarely,Sales,3,3,Medical,1,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,3.0,3.0,3.0,3,3,False
1949,1950,41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Research Scientist,Single,47410,6.0,Y,16,8,0,8.0,3,2,2,1,4.0,3.0,3.0,3,3,False
1950,1951,39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3,False
1951,1952,27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3,False
1952,1953,35,No,Travel_Rarely,Sales,24,3,Medical,1,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3,False
1954,1955,50,No,Travel_Rarely,Sales,27,3,Medical,1,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4,False
1955,1956,59,No,Travel_Rarely,Research & Development,16,4,Medical,1,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,3.0,4.0,3.0,2,3,False
1956,1957,37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,Male,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3,True
1957,1958,55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,Female,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3,False
1958,1959,41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3,False
1959,1960,38,No,Travel_Rarely,Research & Development,24,2,Other,1,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,2.0,4.0,3.0,4,3,False
1960,1961,26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3,True
1961,1962,52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,1.0,4.0,3.0,4,3,True
1962,1963,44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3,False
1963,1964,50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3,False
1964,1965,36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3,True
1965,1966,39,No,Travel_Frequently,Sales,11,3,Marketing,1,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,4.0,1.0,3.0,4,3,False
1966,1967,33,No,Non-Travel,Sales,9,2,Technical Degree,1,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3,False
1967,1968,45,No,Travel_Rarely,Research & Development,7,2,Other,1,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3,False
1968,1969,32,No,Non-Travel,Research & Development,15,3,Medical,1,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4,False
1969,1970,34,No,Travel_Rarely,Sales,6,4,Marketing,1,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3,False
1970,1971,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3,False
1971,1972,45,No,Travel_Rarely,Research & Development,16,1,Medical,1,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4,False
1972,1973,53,No,Travel_Frequently,Sales,8,2,Medical,1,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,3.0,2.0,3.0,4,4,False
1973,1974,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3,True
1974,1975,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3,True
1975,1976,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3,False
1976,1977,28,No,Travel_Rarely,Research & Development,10,3,Other,1,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3,False
1977,1978,38,No,Travel_Frequently,Sales,9,4,Medical,1,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3,False
1978,1979,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,2.0,3.0,2.0,3,3,False
1979,1980,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4,False
1980,1981,40,No,Travel_Rarely,Human Resources,2,3,Medical,1,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,3.0,1.0,2.0,3,3,False
1981,1982,26,No,Travel_Frequently,Research & Development,3,3,Medical,1,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,1.0,3.0,3.0,2,3,False
1982,1983,46,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,4.0,4.0,3.0,2,3,False
1983,1984,54,No,Travel_Rarely,Research & Development,5,3,Medical,1,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3,False
1984,1985,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3,False
1985,1986,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3,False
1986,1987,55,No,Non-Travel,Research & Development,2,3,Medical,1,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,3.0,1.0,4.0,2,3,False
1987,1988,43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4,False
1988,1989,20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4,True
1989,1990,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,True
1990,1991,46,No,Travel_Rarely,Sales,12,3,Marketing,1,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,False
1991,1992,51,Yes,Travel_Rarely,Sales,23,3,Medical,1,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,True
1992,1993,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,True
1993,1994,26,No,Travel_Rarely,Research & Development,5,4,Medical,1,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,False
1994,1995,30,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,False
1995,1996,41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,False
1997,1998,40,No,Travel_Rarely,Sales,1,4,Marketing,1,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,False
1998,1999,27,No,Non-Travel,Sales,11,3,Technical Degree,1,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,False
1999,2000,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,False
2000,2001,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,False
2001,2002,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,True
2002,2003,33,No,Travel_Rarely,Sales,23,4,Marketing,1,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,False
2003,2004,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,True
2004,2005,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,True
2005,2006,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,False
2006,2007,34,No,Travel_Frequently,Sales,29,4,Marketing,1,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,False
2007,2008,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,False
2008,2009,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,True
2009,2010,26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,True
2010,2011,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,True
2011,2012,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,False
2012,2013,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,True
2013,2014,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,True
2014,2015,33,No,Travel_Frequently,Sales,9,3,Medical,1,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,False
2015,2016,34,No,Non-Travel,Sales,1,1,Marketing,1,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,False
2017,2018,45,No,Non-Travel,Research & Development,1,3,Medical,1,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,False
2018,2019,52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,False
2019,2020,38,No,Travel_Rarely,Research & Development,6,2,Medical,1,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,False
2020,2021,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,False
2021,2022,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,False
2022,2023,46,No,Travel_Rarely,Research & Development,6,4,Medical,1,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,False
2023,2024,38,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,False
2024,2025,43,No,Travel_Frequently,Research & Development,5,3,Medical,1,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,False
2025,2026,39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,True
2026,2027,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,False
2027,2028,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,False
2028,2029,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,False
2029,2030,36,No,Non-Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,False
2030,2031,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,False
2031,2032,28,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,False
2032,2033,35,No,Travel_Frequently,Research & Development,9,2,Other,1,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,False
2033,2034,49,No,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,False
2034,2035,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,False
2035,2036,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,False
